Pos,OnstreetName,FromStreet,ToStreetName,Shape.STLength()
"-73.94945457567101 40.77008525317648,-73.94869492180176 40.76976114139021,-73.94839852665754 40.76963467738958",EAST   78 STREET,CHEROKEE PLACE,F D R DRIVE,335.43
"-73.96100848588179 40.77495532265449,-73.96090437938227 40.774909028553004,-73.95939395625123 40.77427796511493",EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,510.77
"-73.96100848588179 40.77495532265449,-73.96090437938227 40.774909028553004,-73.95939395625123 40.77427796511493",EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,510.77
"-73.96262273736417 40.77563801539196,-73.96112094307827 40.77500251097714,-73.96100848588179 40.77495532265449",EAST   78 STREET,MADISON AVENUE,PARK AVENUE,511.63
"-73.96262273736417 40.77563801539196,-73.96112094307827 40.77500251097714,-73.96100848588179 40.77495532265449",EAST   78 STREET,MADISON AVENUE,PARK AVENUE,511.63
"-73.95409265681275 40.774656257335586,-73.95172338255492 40.77365653226931",EAST   81 STREET,1 AVENUE,2 AVENUE,750.53
"-73.95409265681275 40.774656257335586,-73.95172338255492 40.77365653226931",EAST   81 STREET,1 AVENUE,2 AVENUE,750.53
"-73.95172338255492 40.77365653226931,-73.95126799020467 40.77346427228981,-73.94947623977417 40.77270781641937",EAST   81 STREET,1 AVENUE,YORK AVENUE,711.94
"-73.95172338255492 40.77365653226931,-73.95126799020467 40.77346427228981,-73.94947623977417 40.77270781641937",EAST   81 STREET,1 AVENUE,YORK AVENUE,711.94
"-73.95633492310648 40.77560078368892,-73.95409265681275 40.774656257335586",EAST   81 STREET,2 AVENUE,3 AVENUE,710.01
"-73.95633492310648 40.77560078368892,-73.95409265681275 40.774656257335586",EAST   81 STREET,2 AVENUE,3 AVENUE,710.01
"-73.95362762524242 40.775290673445994,-73.95126173428294 40.77429193990927",EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
"-73.95362762524242 40.775290673445994,-73.95126173428294 40.77429193990927",EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
"-73.95362762524242 40.775290673445994,-73.95126173428294 40.77429193990927",EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
"-73.95362762524242 40.775290673445994,-73.95126173428294 40.77429193990927",EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
"-73.95126173428294 40.77429193990927,-73.94901002917847 40.77334178133474",EAST   82 STREET,1 AVENUE,YORK AVENUE,713.30
"-73.95126173428294 40.77429193990927,-73.94901002917847 40.77334178133474",EAST   82 STREET,1 AVENUE,YORK AVENUE,713.30
"-73.95586933703389 40.7762362261077,-73.95362762524242 40.775290673445994",EAST   82 STREET,2 AVENUE,3 AVENUE,710.05
"-73.95586933703389 40.7762362261077,-73.95362762524242 40.775290673445994",EAST   82 STREET,2 AVENUE,3 AVENUE,710.05
"-73.95747128795885 40.77691082762292,-73.95586933703389 40.7762362261077",EAST   82 STREET,3 AVENUE,LEXINGTON AVENUE,507.21
"-73.95747128795885 40.77691082762292,-73.95586933703389 40.7762362261077",EAST   82 STREET,3 AVENUE,LEXINGTON AVENUE,507.21
"-73.96230361508411 40.77894704081642,-73.96070124689543 40.778271624988946",EAST   82 STREET,5 AVENUE,MADISON AVENUE,507.44
"-73.96230361508411 40.77894704081642,-73.96070124689543 40.778271624988946",EAST   82 STREET,5 AVENUE,MADISON AVENUE,507.44
"-73.94901002917847 40.77334178133474,-73.94665626941281 40.77235082864812",EAST   82 STREET,EAST END AVENUE,YORK AVENUE,745.23
"-73.94901002917847 40.77334178133474,-73.94665626941281 40.77235082864812",EAST   82 STREET,EAST END AVENUE,YORK AVENUE,745.23
"-73.95909001718145 40.77759247178297,-73.9589820324658 40.777549101220075,-73.95747128795885 40.77691082762292",EAST   82 STREET,LEXINGTON AVENUE,PARK AVENUE,512.52
"-73.95909001718145 40.77759247178297,-73.9589820324658 40.777549101220075,-73.95747128795885 40.77691082762292",EAST   82 STREET,LEXINGTON AVENUE,PARK AVENUE,512.52
"-73.96070124689543 40.778271624988946,-73.95920430271512 40.777638087626606,-73.95909001718145 40.77759247178297",EAST   82 STREET,MADISON AVENUE,PARK AVENUE,510.26
"-73.96070124689543 40.778271624988946,-73.95920430271512 40.777638087626606,-73.95909001718145 40.77759247178297",EAST   82 STREET,MADISON AVENUE,PARK AVENUE,510.26
"-73.9531658318513 40.77592319788297,-73.95079834744837 40.77492776813647",EAST   83 STREET,1 AVENUE,2 AVENUE,749.33
"-73.95079834744837 40.77492776813647,-73.94854984963835 40.77397726885031",EAST   83 STREET,1 AVENUE,YORK AVENUE,712.58
"-73.95079834744837 40.77492776813647,-73.94854984963835 40.77397726885031",EAST   83 STREET,1 AVENUE,YORK AVENUE,712.58
"-73.9554072979579 40.7768684801813,-73.9531658318513 40.77592319788297",EAST   83 STREET,2 AVENUE,3 AVENUE,709.93
"-73.9554072979579 40.7768684801813,-73.9531658318513 40.77592319788297",EAST   83 STREET,2 AVENUE,3 AVENUE,709.93
"-73.9554072979579 40.7768684801813,-73.9531658318513 40.77592319788297",EAST   83 STREET,2 AVENUE,3 AVENUE,709.93
"-73.957009672567 40.777545339465256,-73.9554072979579 40.7768684801813",EAST   83 STREET,3 AVENUE,LEXINGTON AVENUE,507.71
"-73.9461947367633 40.77298506353914,-73.94512860904861 40.7725324181452,-73.94508741451524 40.77251492875896,-73.9450490381438 40.77249862936612",EAST   83 STREET,EAST END AVENUE,F D R DRIVE,363.47
"-73.9461947367633 40.77298506353914,-73.94512860904861 40.7725324181452,-73.94508741451524 40.77251492875896,-73.9450490381438 40.77249862936612",EAST   83 STREET,EAST END AVENUE,F D R DRIVE,363.47
"-73.94854984963835 40.77397726885031,-73.9461947367633 40.77298506353914",EAST   83 STREET,EAST END AVENUE,YORK AVENUE,745.78
"-73.94854984963835 40.77397726885031,-73.9461947367633 40.77298506353914",EAST   83 STREET,EAST END AVENUE,YORK AVENUE,745.78
"-73.95270421517746 40.776561411661085,-73.95033856495928 40.77556320878018",EAST   84 STREET,1 AVENUE,2 AVENUE,749.37
"-73.95270421517746 40.776561411661085,-73.95033856495928 40.77556320878018",EAST   84 STREET,1 AVENUE,2 AVENUE,749.37
"-73.95270421517746 40.776561411661085,-73.95033856495928 40.77556320878018",EAST   84 STREET,1 AVENUE,2 AVENUE,749.37
"-73.95033856495928 40.77556320878018,-73.94808320665496 40.77461134677463",EAST   84 STREET,1 AVENUE,YORK AVENUE,714.47
"-73.95494520054973 40.77750394621539,-73.95270421517746 40.776561411661085",EAST   84 STREET,2 AVENUE,3 AVENUE,709.33
"-73.95494520054973 40.77750394621539,-73.95270421517746 40.776561411661085",EAST   84 STREET,2 AVENUE,3 AVENUE,709.33
"-73.9522399523439 40.77719359807347,-73.94987249734913 40.776196150405724",EAST   85 STREET,1 AVENUE,2 AVENUE,749.67
"-73.9522399523439 40.77719359807347,-73.94987249734913 40.776196150405724",EAST   85 STREET,1 AVENUE,2 AVENUE,749.67
"-73.9522399523439 40.77719359807347,-73.94987249734913 40.776196150405724",EAST   85 STREET,1 AVENUE,2 AVENUE,749.67
"-73.95448224191584 40.77813866438246,-73.9522399523439 40.77719359807347",EAST   85 STREET,2 AVENUE,3 AVENUE,710.09
"-73.95448224191584 40.77813866438246,-73.9522399523439 40.77719359807347",EAST   85 STREET,2 AVENUE,3 AVENUE,710.09
"-73.95174238315089 40.77787430569441,-73.94937366724737 40.776875748747095",EAST   86 STREET,1 AVENUE,2 AVENUE,750.16
"-73.95174238315089 40.77787430569441,-73.94937366724737 40.776875748747095",EAST   86 STREET,1 AVENUE,2 AVENUE,750.16
"-73.94937366724737 40.776875748747095,-73.94712168391891 40.77592982283059",EAST   86 STREET,1 AVENUE,YORK AVENUE,712.60
"-73.94937366724737 40.776875748747095,-73.94712168391891 40.77592982283059",EAST   86 STREET,1 AVENUE,YORK AVENUE,712.60
"-73.95398370228085 40.77882210971553,-73.95174238315089 40.77787430569441",EAST   86 STREET,2 AVENUE,3 AVENUE,710.33
"-73.95398370228085 40.77882210971553,-73.95174238315089 40.77787430569441",EAST   86 STREET,2 AVENUE,3 AVENUE,710.33
"-73.95558440502512 40.779496799716924,-73.95398370228085 40.77882210971553",EAST   86 STREET,3 AVENUE,LEXINGTON AVENUE,506.91
"-73.960414306121 40.781524268137076,-73.95881439134148 40.78085808075391",EAST   86 STREET,5 AVENUE,MADISON AVENUE,505.21
"-73.94527480700792 40.77514816968951,-73.94476550760322 40.77493534498149",EAST   86 STREET,EAST END AVENUE,HENDERSON PLACE,160.97
"-73.94527480700792 40.77514816968951,-73.94476550760322 40.77493534498149",EAST   86 STREET,EAST END AVENUE,HENDERSON PLACE,160.97
"-73.94712168391891 40.77592982283059,-73.94527480700792 40.77514816968951",EAST   86 STREET,HENDERSON PLACE,YORK AVENUE,585.46
"-73.94712168391891 40.77592982283059,-73.94527480700792 40.77514816968951",EAST   86 STREET,HENDERSON PLACE,YORK AVENUE,585.46
"-73.95719892555367 40.78017750499791,-73.95709761922734 40.78013417118769,-73.95558440502512 40.779496799716924",EAST   86 STREET,LEXINGTON AVENUE,PARK AVENUE,511.31
"-73.95881439134148 40.78085808075391,-73.9573065328352 40.78022313823403,-73.95719892555367 40.78017750499791",EAST   86 STREET,MADISON AVENUE,PARK AVENUE,511.51
"-73.95349212427259 40.7794966217526,-73.95124788445415 40.77855085207917",EAST   87 STREET,2 AVENUE,3 AVENUE,710.67
"-73.95349212427259 40.7794966217526,-73.95124788445415 40.77855085207917",EAST   87 STREET,2 AVENUE,3 AVENUE,710.67
"-73.9507922915231 40.779179704288964,-73.94842272606634 40.778182640487536",EAST   88 STREET,1 AVENUE,2 AVENUE,750.09
"-73.9507922915231 40.779179704288964,-73.94842272606634 40.778182640487536",EAST   88 STREET,1 AVENUE,2 AVENUE,750.09
"-73.94842272606634 40.778182640487536,-73.9461705516869 40.77723138223355",EAST   88 STREET,1 AVENUE,YORK AVENUE,713.57
"-73.94842272606634 40.778182640487536,-73.9461705516869 40.77723138223355",EAST   88 STREET,1 AVENUE,YORK AVENUE,713.57
"-73.95303367925406 40.78012545546148,-73.9507922915231 40.779179704288964",EAST   88 STREET,2 AVENUE,3 AVENUE,709.97
"-73.95303367925406 40.78012545546148,-73.9507922915231 40.779179704288964",EAST   88 STREET,2 AVENUE,3 AVENUE,709.97
"-73.9546312760499 40.78080040943434,-73.95303367925406 40.78012545546148",EAST   88 STREET,3 AVENUE,LEXINGTON AVENUE,506.19
"-73.9546312760499 40.78080040943434,-73.95303367925406 40.78012545546148",EAST   88 STREET,3 AVENUE,LEXINGTON AVENUE,506.19
"-73.95946906071202 40.78283332135564,-73.95786302273662 40.78216168242273",EAST   88 STREET,5 AVENUE,MADISON AVENUE,507.64
"-73.95946906071202 40.78283332135564,-73.95786302273662 40.78216168242273",EAST   88 STREET,5 AVENUE,MADISON AVENUE,507.64
"-73.9461705516869 40.77723138223355,-73.94396925024984 40.776298482000634,-73.94381813385985 40.77623723187223",EAST   88 STREET,EAST END AVENUE,YORK AVENUE,745.45
"-73.95624662514521 40.78147940918154,-73.9561451521274 40.78143528113772,-73.9546312760499 40.78080040943434",EAST   88 STREET,LEXINGTON AVENUE,PARK AVENUE,511.21
"-73.95624662514521 40.78147940918154,-73.9561451521274 40.78143528113772,-73.9546312760499 40.78080040943434",EAST   88 STREET,LEXINGTON AVENUE,PARK AVENUE,511.21
"-73.95786302273662 40.78216168242273,-73.95635644760326 40.78152748359579,-73.95624662514521 40.78147940918154",EAST   88 STREET,MADISON AVENUE,PARK AVENUE,512.04
"-73.95786302273662 40.78216168242273,-73.95635644760326 40.78152748359579,-73.95624662514521 40.78147940918154",EAST   88 STREET,MADISON AVENUE,PARK AVENUE,512.04
"-73.9503362980029 40.77980996825667,-73.94796768151062 40.77880646512293",EAST   89 STREET,1 AVENUE,2 AVENUE,751.00
"-73.9503362980029 40.77980996825667,-73.94796768151062 40.77880646512293",EAST   89 STREET,1 AVENUE,2 AVENUE,751.00
"-73.94796768151062 40.77880646512293,-73.94571187558195 40.77786000594494",EAST   89 STREET,1 AVENUE,YORK AVENUE,713.60
"-73.94796768151062 40.77880646512293,-73.94571187558195 40.77786000594494",EAST   89 STREET,1 AVENUE,YORK AVENUE,713.60
"-73.95257421951548 40.78075303337333,-73.9503362980029 40.77980996825667",EAST   89 STREET,2 AVENUE,3 AVENUE,708.65
"-73.95257421951548 40.78075303337333,-73.9503362980029 40.77980996825667",EAST   89 STREET,2 AVENUE,3 AVENUE,708.65
"-73.95417676602685 40.78142905910795,-73.95257421951548 40.78075303337333",EAST   89 STREET,3 AVENUE,LEXINGTON AVENUE,507.58
"-73.95417676602685 40.78142905910795,-73.95257421951548 40.78075303337333",EAST   89 STREET,3 AVENUE,LEXINGTON AVENUE,507.58
"-73.95579013484948 40.782109018928956,-73.95568173148507 40.782063898171195,-73.95417676602685 40.78142905910795",EAST   89 STREET,LEXINGTON AVENUE,PARK AVENUE,510.89
"-73.95740459009143 40.782790369368044,-73.95589812375448 40.78215409350023,-73.95579013484948 40.782109018928956",EAST   89 STREET,MADISON AVENUE,PARK AVENUE,511.40
"-73.94988080854911 40.78043584513735,-73.94750818068432 40.77943712248893",EAST   90 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94988080854911 40.78043584513735,-73.94750818068432 40.77943712248893",EAST   90 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94988080854911 40.78043584513735,-73.94750818068432 40.77943712248893",EAST   90 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94750818068432 40.77943712248893,-73.94525440248142 40.77848598086922",EAST   90 STREET,1 AVENUE,YORK AVENUE,713.93
"-73.94750818068432 40.77943712248893,-73.94525440248142 40.77848598086922",EAST   90 STREET,1 AVENUE,YORK AVENUE,713.93
"-73.94750818068432 40.77943712248893,-73.94525440248142 40.77848598086922",EAST   90 STREET,1 AVENUE,YORK AVENUE,713.93
"-73.95212203240699 40.78138671061739,-73.94988080854911 40.78043584513735",EAST   90 STREET,2 AVENUE,3 AVENUE,710.83
"-73.95212203240699 40.78138671061739,-73.94988080854911 40.78043584513735",EAST   90 STREET,2 AVENUE,3 AVENUE,710.83
"-73.95371787744872 40.78205557998923,-73.95212203240699 40.78138671061739",EAST   90 STREET,3 AVENUE,LEXINGTON AVENUE,504.69
"-73.95371787744872 40.78205557998923,-73.95212203240699 40.78138671061739",EAST   90 STREET,3 AVENUE,LEXINGTON AVENUE,504.69
"-73.95856810052655 40.78408344377702,-73.956945272062 40.78341729902387",EAST   90 STREET,5 AVENUE,MADISON AVENUE,510.76
"-73.95856810052655 40.78408344377702,-73.956945272062 40.78341729902387",EAST   90 STREET,5 AVENUE,MADISON AVENUE,510.76
"-73.94525440248142 40.77848598086922,-73.94291295515046 40.777493409533015",EAST   90 STREET,EAST   90 STREET EXTENSION,YORK AVENUE,742.50
"-73.95533613702364 40.782736520602754,-73.95522928322497 40.78269386739922,-73.95371787744872 40.78205557998923",EAST   90 STREET,LEXINGTON AVENUE,PARK AVENUE,512.25
"-73.956945272062 40.78341729902387,-73.95542989181 40.78277394573168,-73.95533613702364 40.782736520602754",EAST   90 STREET,MADISON AVENUE,PARK AVENUE,510.01
"-73.94942155728269 40.78105893685995,-73.94704921881717 40.7800643464001",EAST   91 STREET,1 AVENUE,2 AVENUE,750.31
"-73.94942155728269 40.78105893685995,-73.94704921881717 40.7800643464001",EAST   91 STREET,1 AVENUE,2 AVENUE,750.31
"-73.94704921881717 40.7800643464001,-73.9447750476836 40.77914507291579",EAST   91 STREET,1 AVENUE,YORK AVENUE,713.35
"-73.94704921881717 40.7800643464001,-73.9447750476836 40.77914507291579",EAST   91 STREET,1 AVENUE,YORK AVENUE,713.35
"-73.94896177091574 40.78168887747815,-73.94659059152771 40.780691972907746",EAST   92 STREET,1 AVENUE,2 AVENUE,750.43
"-73.94896177091574 40.78168887747815,-73.94659059152771 40.780691972907746",EAST   92 STREET,1 AVENUE,2 AVENUE,750.43
"-73.94851306788779 40.78232203324724,-73.94705020942534 40.781704237559765,-73.94669488032562 40.781554168995214,-73.9461309160174 40.78131597882708",EAST   93 STREET,1 AVENUE,2 AVENUE,754.70
"-73.94851306788779 40.78232203324724,-73.94705020942534 40.781704237559765,-73.94669488032562 40.781554168995214,-73.9461309160174 40.78131597882708",EAST   93 STREET,1 AVENUE,2 AVENUE,754.70
"-73.9461309160174 40.78131597882708,-73.94606896213895 40.7812906331377,-73.94601074822619 40.78126681821948,-73.94594581008606 40.78124025088533,-73.94588156123991 40.78121396659584,-73.94521850976372 40.78094270666411,-73.9445329154337 40.7806453859338,-73.94424592183663 40.78050705819203",EAST   93 STREET,1 AVENUE,F D R DRIVE,599.67
"-73.95073913841729 40.78326171001325,-73.94851306788779 40.78232203324724",EAST   93 STREET,2 AVENUE,3 AVENUE,705.16
"-73.95073913841729 40.78326171001325,-73.94851306788779 40.78232203324724",EAST   93 STREET,2 AVENUE,3 AVENUE,705.16
"-73.95234095711969 40.783937057396685,-73.95073913841729 40.78326171001325",EAST   93 STREET,3 AVENUE,LEXINGTON AVENUE,507.27
"-73.95234095711969 40.783937057396685,-73.95073913841729 40.78326171001325",EAST   93 STREET,3 AVENUE,LEXINGTON AVENUE,507.27
"-73.95396043410166 40.78461651378463,-73.95385418308504 40.78457283388889,-73.95234095711969 40.783937057396685",EAST   93 STREET,LEXINGTON AVENUE,PARK AVENUE,512.27
"-73.95396043410166 40.78461651378463,-73.95385418308504 40.78457283388889,-73.95234095711969 40.783937057396685",EAST   93 STREET,LEXINGTON AVENUE,PARK AVENUE,512.27
"-73.95556988476636 40.78529742929286,-73.95406908874999 40.78466235664398,-73.95396043410166 40.78461651378463",EAST   93 STREET,MADISON AVENUE,PARK AVENUE,510.09
"-73.95556988476636 40.78529742929286,-73.95406908874999 40.78466235664398,-73.95396043410166 40.78461651378463",EAST   93 STREET,MADISON AVENUE,PARK AVENUE,510.09
"-73.95028254890173 40.78389046929434,-73.94803869415084 40.782942268748634",EAST   94 STREET,2 AVENUE,3 AVENUE,710.97
"-73.95028254890173 40.78389046929434,-73.94803869415084 40.782942268748634",EAST   94 STREET,2 AVENUE,3 AVENUE,710.97
"-73.95188295687869 40.78456521002434,-73.95028254890173 40.78389046929434",EAST   94 STREET,3 AVENUE,LEXINGTON AVENUE,506.81
"-73.95188295687869 40.78456521002434,-73.95028254890173 40.78389046929434",EAST   94 STREET,3 AVENUE,LEXINGTON AVENUE,506.81
"-73.95671863109233 40.786600793598694,-73.95511384899291 40.78592502806182",EAST   94 STREET,5 AVENUE,MADISON AVENUE,508.04
"-73.95671863109233 40.786600793598694,-73.95511384899291 40.78592502806182",EAST   94 STREET,5 AVENUE,MADISON AVENUE,508.04
"-73.95350260863003 40.78524710420246,-73.95339468766626 40.785201667236144,-73.95188295687869 40.78456521002434",EAST   94 STREET,LEXINGTON AVENUE,PARK AVENUE,512.74
"-73.95350260863003 40.78524710420246,-73.95339468766626 40.785201667236144,-73.95188295687869 40.78456521002434",EAST   94 STREET,LEXINGTON AVENUE,PARK AVENUE,512.74
"-73.95511384899291 40.78592502806182,-73.95361305250456 40.78529357045537,-73.95350260863003 40.78524710420246",EAST   94 STREET,MADISON AVENUE,PARK AVENUE,509.99
"-73.95511384899291 40.78592502806182,-73.95361305250456 40.78529357045537,-73.95350260863003 40.78524710420246",EAST   94 STREET,MADISON AVENUE,PARK AVENUE,509.99
"-73.94758477068244 40.783570911424654,-73.94521308670733 40.78257074578871",EAST   95 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94758477068244 40.783570911424654,-73.94521308670733 40.78257074578871",EAST   95 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94758477068244 40.783570911424654,-73.94521308670733 40.78257074578871",EAST   95 STREET,1 AVENUE,2 AVENUE,751.12
"-73.94982390395477 40.784515569778385,-73.94758477068244 40.783570911424654",EAST   95 STREET,2 AVENUE,3 AVENUE,709.20
"-73.94982390395477 40.784515569778385,-73.94758477068244 40.783570911424654",EAST   95 STREET,2 AVENUE,3 AVENUE,709.20
"-73.95142582586588 40.78519175824856,-73.94982390395477 40.784515569778385",EAST   95 STREET,3 AVENUE,LEXINGTON AVENUE,507.43
"-73.95142582586588 40.78519175824856,-73.94982390395477 40.784515569778385",EAST   95 STREET,3 AVENUE,LEXINGTON AVENUE,507.43
"-73.95626130945045 40.78722287622653,-73.954656098747 40.78655237215391",EAST   95 STREET,5 AVENUE,MADISON AVENUE,507.22
"-73.95626130945045 40.78722287622653,-73.954656098747 40.78655237215391",EAST   95 STREET,5 AVENUE,MADISON AVENUE,507.22
"-73.95304470606898 40.78587391060691,-73.95293911902486 40.78582750973267,-73.95142582586588 40.78519175824856",EAST   95 STREET,LEXINGTON AVENUE,PARK AVENUE,512.60
"-73.95304470606898 40.78587391060691,-73.95293911902486 40.78582750973267,-73.95142582586588 40.78519175824856",EAST   95 STREET,LEXINGTON AVENUE,PARK AVENUE,512.60
"-73.95304470606898 40.78587391060691,-73.95293911902486 40.78582750973267,-73.95142582586588 40.78519175824856",EAST   95 STREET,LEXINGTON AVENUE,PARK AVENUE,512.60
"-73.954656098747 40.78655237215391,-73.95314672960296 40.785916870020415,-73.95304470606898 40.78587391060691",EAST   95 STREET,MADISON AVENUE,PARK AVENUE,510.12
"-73.954656098747 40.78655237215391,-73.95314672960296 40.785916870020415,-73.95304470606898 40.78587391060691",EAST   95 STREET,MADISON AVENUE,PARK AVENUE,510.12
"-73.954656098747 40.78655237215391,-73.95314672960296 40.785916870020415,-73.95304470606898 40.78587391060691",EAST   95 STREET,MADISON AVENUE,PARK AVENUE,510.12
"-73.94707135267564 40.78423722354387,-73.94644497221513 40.783973178152316,-73.94592186038554 40.78375279814714,-73.94472264481813 40.783247571832135",EAST   96 STREET,1 AVENUE,2 AVENUE,743.69
"-73.94707135267564 40.78423722354387,-73.94644497221513 40.783973178152316,-73.94592186038554 40.78375279814714,-73.94472264481813 40.783247571832135",EAST   96 STREET,1 AVENUE,2 AVENUE,743.69
"-73.94933170631144 40.78519312585087,-73.94707135267564 40.78423722354387",EAST   96 STREET,2 AVENUE,3 AVENUE,716.32
"-73.94933170631144 40.78519312585087,-73.94707135267564 40.78423722354387",EAST   96 STREET,2 AVENUE,3 AVENUE,716.32
"-73.95092812745192 40.78586537995237,-73.95033804051955 40.78561714983268,-73.94933170631144 40.78519312585087",EAST   96 STREET,3 AVENUE,LEXINGTON AVENUE,505.40
"-73.94658817799579 40.78494137739892,-73.94422334875289 40.78393330730422",EAST   97 STREET,1 AVENUE,2 AVENUE,750.85
"-73.94658817799579 40.78494137739892,-73.94422334875289 40.78393330730422",EAST   97 STREET,1 AVENUE,2 AVENUE,750.85
"-73.94882667166475 40.78588117480139,-73.94838537049597 40.78569590607232,-73.9482942309199 40.7856576443395,-73.94711541871091 40.7851627377752,-73.94658817799579 40.78494137739892",EAST   97 STREET,2 AVENUE,3 AVENUE,708.17
"-73.94882667166475 40.78588117480139,-73.94838537049597 40.78569590607232,-73.9482942309199 40.7856576443395,-73.94711541871091 40.7851627377752,-73.94658817799579 40.78494137739892",EAST   97 STREET,2 AVENUE,3 AVENUE,708.17
"-73.94998054165838 40.787172711056456,-73.94886963692878 40.78667342966,-73.94869238162066 40.78659376368689,-73.94839517777642 40.786460184814445",EAST   98 STREET,3 AVENUE,LEXINGTON AVENUE,510.03
"-73.94998054165838 40.787172711056456,-73.94886963692878 40.78667342966,-73.94869238162066 40.78659376368689,-73.94839517777642 40.786460184814445",EAST   98 STREET,3 AVENUE,LEXINGTON AVENUE,510.03
"-73.95481723816137 40.78920474406111,-73.95321006391502 40.788532932481544",EAST   98 STREET,5 AVENUE,MADISON AVENUE,507.91
"-73.95481723816137 40.78920474406111,-73.95321006391502 40.788532932481544",EAST   98 STREET,5 AVENUE,MADISON AVENUE,507.91
"-73.95160850463328 40.78785803906122,-73.95145219676532 40.78779312914645,-73.95109765415671 40.78764366447567,-73.95103228079641 40.7876161038986,-73.94998054165838 40.787172711056456",EAST   98 STREET,LEXINGTON AVENUE,PARK AVENUE,515.34
"-73.95160850463328 40.78785803906122,-73.95145219676532 40.78779312914645,-73.95109765415671 40.78764366447567,-73.95103228079641 40.7876161038986,-73.94998054165838 40.787172711056456",EAST   98 STREET,LEXINGTON AVENUE,PARK AVENUE,515.34
"-73.95321006391502 40.788532932481544,-73.95173247884853 40.78791006796735,-73.95160850463328 40.78785803906122",EAST   98 STREET,MADISON AVENUE,PARK AVENUE,507.10
"-73.95321006391502 40.788532932481544,-73.95173247884853 40.78791006796735,-73.95160850463328 40.78785803906122",EAST   98 STREET,MADISON AVENUE,PARK AVENUE,507.10
"-73.9479244088568 40.78712062485199,-73.94778353747026 40.78706074442378,-73.94771798383894 40.78703287841282,-73.94751076702583 40.78694479355392,-73.94746365535985 40.78692476745416,-73.94732983886567 40.78686788385133,-73.94728298076237 40.78684796495297,-73.94722908166075 40.78682505314776,-73.94717140093414 40.78680053399023,-73.94634125181774 40.786447639361974,-73.94628180114759 40.78642236611433,-73.94569522962018 40.786173007160855",EAST   99 STREET,2 AVENUE,3 AVENUE,707.29
"-73.94952092088373 40.78780118648441,-73.9479244088568 40.78712062485199",EAST   99 STREET,3 AVENUE,LEXINGTON AVENUE,506.89
"-73.94952092088373 40.78780118648441,-73.9479244088568 40.78712062485199",EAST   99 STREET,3 AVENUE,LEXINGTON AVENUE,506.89
"-73.95113142406309 40.788479417560936,-73.95099317817915 40.78842135849462,-73.9508936015884 40.78837941309956,-73.95081625428534 40.78834683241106,-73.94952092088373 40.78780118648441",EAST   99 STREET,LEXINGTON AVENUE,PARK AVENUE,509.85
"-73.95274231954481 40.7891686123183,-73.95260821470961 40.789111325021736,-73.95255451101197 40.789088384279516,-73.95229687804495 40.78897832677952,-73.95223855171318 40.78895341007818,-73.95126462307338 40.788537350057645,-73.95113142406309 40.788479417560936",EAST   99 STREET,MADISON AVENUE,PARK AVENUE,511.89
"-73.9452299637935 40.78680925226403,-73.94476202406894 40.786612075809536,-73.9446777534291 40.78657656644559,-73.94460667405596 40.78654661495096,-73.94453392719748 40.7865159611194,-73.94445781451813 40.786483889131155,-73.94437351696327 40.7864483678244,-73.94429599034231 40.786415699815116,-73.94421956759662 40.786383496946385,-73.94414428899029 40.78635177634952,-73.94406930890771 40.78632018101783,-73.94284687701605 40.78580518430719",EAST  100 STREET,1 AVENUE,2 AVENUE,754.54
"-73.9452299637935 40.78680925226403,-73.94476202406894 40.786612075809536,-73.9446777534291 40.78657656644559,-73.94460667405596 40.78654661495096,-73.94453392719748 40.7865159611194,-73.94445781451813 40.786483889131155,-73.94437351696327 40.7864483678244,-73.94429599034231 40.786415699815116,-73.94421956759662 40.786383496946385,-73.94414428899029 40.78635177634952,-73.94406930890771 40.78632018101783,-73.94284687701605 40.78580518430719",EAST  100 STREET,1 AVENUE,2 AVENUE,754.54
"-73.94284687701605 40.78580518430719,-73.9417035942239 40.78532455076375,-73.94103020551299 40.78504152185024",EAST  100 STREET,1 AVENUE,F D R DRIVE,574.89
"-73.94284687701605 40.78580518430719,-73.9417035942239 40.78532455076375,-73.94103020551299 40.78504152185024",EAST  100 STREET,1 AVENUE,F D R DRIVE,574.89
"-73.94476950332624 40.78744200378911,-73.94462134769572 40.787379350567676,-73.94446997920024 40.787315337651364,-73.94377237585562 40.787020323020094,-73.94360306863845 40.78694872248994,-73.94238065800974 40.78642599459762",EAST  101 STREET,1 AVENUE,2 AVENUE,758.05
"-73.94476950332624 40.78744200378911,-73.94462134769572 40.787379350567676,-73.94446997920024 40.787315337651364,-73.94377237585562 40.787020323020094,-73.94360306863845 40.78694872248994,-73.94238065800974 40.78642599459762",EAST  101 STREET,1 AVENUE,2 AVENUE,758.05
