Pos,OnstreetName,FromStreet,ToStreetName,Shape.STLength()
"-73.99012218333367 40.737795660521186,-73.9899515872104 40.73848801895332",BROADWAY,EAST   18 STREET,EAST   19 STREET,256.64
"-73.9899515872104 40.73848801895332,-73.9897648749965 40.739177088782945",BROADWAY,EAST   19 STREET,EAST   20 STREET,256.33
"-73.9899515872104 40.73848801895332,-73.9897648749965 40.739177088782945",BROADWAY,EAST   19 STREET,EAST   20 STREET,256.33
"-73.9897648749965 40.739177088782945,-73.98958258698362 40.73986497897938",BROADWAY,EAST   20 STREET,EAST   21 STREET,255.66
"-73.9897648749965 40.739177088782945,-73.98958258698362 40.73986497897938",BROADWAY,EAST   20 STREET,EAST   21 STREET,255.66
"-73.98958258698362 40.73986497897938,-73.98938896228319 40.74059178859807",BROADWAY,EAST   21 STREET,EAST   22 STREET,270.18
"-73.98958258698362 40.73986497897938,-73.98938896228319 40.74059178859807",BROADWAY,EAST   21 STREET,EAST   22 STREET,270.18
"-73.98938896228319 40.74059178859807,-73.9891257982887 40.74135773451436",BROADWAY,EAST   22 STREET,EAST   23 STREET,288.43
"-73.98938896228319 40.74059178859807,-73.9891257982887 40.74135773451436",BROADWAY,EAST   22 STREET,EAST   23 STREET,288.43
"-73.93276050057047 40.856503092264354,-73.93263155510573 40.856716037169406",BROADWAY,FAIRVIEW AVENUE,WEST  190 STREET,85.39
"-73.93276050057047 40.856503092264354,-73.93263155510573 40.856716037169406",BROADWAY,FAIRVIEW AVENUE,WEST  190 STREET,85.39
"-73.93263155510573 40.856716037169406,-73.9320429548107 40.85784097228869",BROADWAY,FAIRVIEW AVENUE,WEST  192 STREET,441.02
"-73.93263155510573 40.856716037169406,-73.9320429548107 40.85784097228869",BROADWAY,FAIRVIEW AVENUE,WEST  192 STREET,441.02
"-74.00402602543652 40.71687101725157,-74.0035348067687 40.717446952792024",BROADWAY,FRANKLIN STREET,LEONARD STREET,250.14
"-74.00402602543652 40.71687101725157,-74.0035348067687 40.717446952792024",BROADWAY,FRANKLIN STREET,LEONARD STREET,250.14
"-74.00304533374678 40.71802581640524,-74.00338894943427 40.71761922744605,-74.0035348067687 40.717446952792024",BROADWAY,FRANKLIN STREET,WHITE STREET,250.78
"-74.00304533374678 40.71802581640524,-74.00338894943427 40.71761922744605,-74.0035348067687 40.717446952792024",BROADWAY,FRANKLIN STREET,WHITE STREET,250.78
"-73.95413423545355 40.82138231104117,-73.95454127966043 40.82082964860202,-73.95458509643996 40.820769224559264",BROADWAY,HAMILTON PLACE,WEST  137 STREET,255.86
"-73.9212131445967 40.86769278394853,-73.91975401187722 40.868114378935594",BROADWAY,ISHAM STREET,WEST  207 STREET,431.81
"-73.9212131445967 40.86769278394853,-73.91975401187722 40.868114378935594",BROADWAY,ISHAM STREET,WEST  207 STREET,431.81
"-73.91975401187722 40.868114378935594,-73.9185603664943 40.868481851740256",BROADWAY,ISHAM STREET,WEST  212 STREET,356.25
"-73.91975401187722 40.868114378935594,-73.9185603664943 40.868481851740256",BROADWAY,ISHAM STREET,WEST  212 STREET,356.25
"-73.95968755904146 40.813778890107216,-73.96016848218069 40.813105123266,-73.96065220182723 40.81245599651506",BROADWAY,LA SALLE STREET,WEST  123 STREET,551.03
"-74.00253798742476 40.718626883060615,-74.00209161718021 40.71915339313217",BROADWAY,LISPENARD STREET,WALKER STREET,228.27
"-74.00253798742476 40.718626883060615,-74.00209161718021 40.71915339313217",BROADWAY,LISPENARD STREET,WALKER STREET,228.27
"-73.93000284224738 40.86210272902227,-73.93003718601972 40.86198639933269,-73.9300773712462 40.86187115375886,-73.93012333960283 40.86175716065102,-73.93017502446554 40.86164458745328,-73.93077088683458 40.8606407054397",BROADWAY,SHERMAN AVENUE,WEST  196 STREET,574.92
"-73.93000284224738 40.86210272902227,-73.93003718601972 40.86198639933269,-73.9300773712462 40.86187115375886,-73.93012333960283 40.86175716065102,-73.93017502446554 40.86164458745328,-73.93077088683458 40.8606407054397",BROADWAY,SHERMAN AVENUE,WEST  196 STREET,574.92
"-74.00304533374678 40.71802581640524,-74.00253798742476 40.718626883060615",BROADWAY,WALKER STREET,WHITE STREET,260.26
"-74.00304533374678 40.71802581640524,-74.00253798742476 40.718626883060615",BROADWAY,WALKER STREET,WHITE STREET,260.26
"-73.99374703127089 40.72900729775971,-73.99326163148163 40.72957984075227",BROADWAY,WASHINGTON PLACE,WAVERLY PLACE,248.22
"-73.98823761463858 40.74913016901396,-73.98871405108602 40.748513273630834),(-73.98803809942204 40.74902299994812,-73.98817709950151 40.74828882263128",BROADWAY,WEST   32 STREET,WEST   33 STREET,530.90
"-73.98823761463858 40.74913016901396,-73.98871405108602 40.748513273630834),(-73.98803809942204 40.74902299994812,-73.98817709950151 40.74828882263128",BROADWAY,WEST   32 STREET,WEST   33 STREET,530.90
"-73.98777909954923 40.75066071401021,-73.98793687506083 40.749854966929426),(-73.98729377002992 40.750451609049726,-73.98776905997904 40.74978702856705",BROADWAY,WEST   34 STREET,WEST   35 STREET,572.42
"-73.98777909954923 40.75066071401021,-73.98793687506083 40.749854966929426),(-73.98729377002992 40.750451609049726,-73.98776905997904 40.74978702856705",BROADWAY,WEST   34 STREET,WEST   35 STREET,572.42
"-73.98777909954923 40.75066071401021,-73.98764453794713 40.751419231745764",BROADWAY,WEST   35 STREET,WEST   36 STREET,278.86
"-73.98764453794713 40.751419231745764,-73.98749101867483 40.75215893472002",BROADWAY,WEST   36 STREET,WEST   37 STREET,272.83
"-73.98764453794713 40.751419231745764,-73.98749101867483 40.75215893472002",BROADWAY,WEST   36 STREET,WEST   37 STREET,272.83
"-73.98749101867483 40.75215893472002,-73.98731032078743 40.75289242273262",BROADWAY,WEST   37 STREET,WEST   38 STREET,271.88
"-73.98749101867483 40.75215893472002,-73.98731032078743 40.75289242273262",BROADWAY,WEST   37 STREET,WEST   38 STREET,271.88
"-73.98731032078743 40.75289242273262,-73.98708862669898 40.75360671512378",BROADWAY,WEST   38 STREET,WEST   39 STREET,267.39
"-73.98731032078743 40.75289242273262,-73.98708862669898 40.75360671512378",BROADWAY,WEST   38 STREET,WEST   39 STREET,267.39
"-73.98708862669898 40.75360671512378,-73.98686557851755 40.754317819071524",BROADWAY,WEST   39 STREET,WEST   40 STREET,266.35
"-73.98708862669898 40.75360671512378,-73.98686557851755 40.754317819071524",BROADWAY,WEST   39 STREET,WEST   40 STREET,266.35
"-73.98686557851755 40.754317819071524,-73.98663912581308 40.755034522362465",BROADWAY,WEST   40 STREET,WEST   41 STREET,268.55
"-73.98686557851755 40.754317819071524,-73.98663912581308 40.755034522362465",BROADWAY,WEST   40 STREET,WEST   41 STREET,268.55
"-73.98510382940322 40.759404350842544,-73.98533868720627 40.75869382685352),(-73.98461925246458 40.759199410623516,-73.98504970040777 40.75857362544373",BROADWAY,WEST   46 STREET,WEST   47 STREET,524.22
"-73.98510382940322 40.759404350842544,-73.98483618068973 40.76011558676975",BROADWAY,WEST   47 STREET,WEST   48 STREET,269.53
"-73.98483618068973 40.76011558676975,-73.98451139998151 40.76079337049555",BROADWAY,WEST   48 STREET,WEST   49 STREET,262.82
"-73.98451139998151 40.76079337049555,-73.98404974058099 40.76142306814151",BROADWAY,WEST   49 STREET,WEST   50 STREET,262.66
"-73.98404974058099 40.76142306814151,-73.98362866795615 40.76206478958793",BROADWAY,WEST   50 STREET,WEST   51 STREET,261.28
"-73.98362866795615 40.76206478958793,-73.98321467053391 40.762707167835174",BROADWAY,WEST   51 STREET,WEST   52 STREET,260.63
"-73.98321467053391 40.762707167835174,-73.98281763041271 40.763364927677635",BROADWAY,WEST   52 STREET,WEST   53 STREET,263.68
"-73.98321467053391 40.762707167835174,-73.98281763041271 40.763364927677635",BROADWAY,WEST   52 STREET,WEST   53 STREET,263.68
"-73.98281763041271 40.763364927677635,-73.98246970780883 40.764033463602935",BROADWAY,WEST   53 STREET,WEST   54 STREET,261.95
"-73.98246970780883 40.764033463602935,-73.98221563063282 40.76473425998741",BROADWAY,WEST   54 STREET,WEST   55 STREET,264.85
"-73.98221563063282 40.76473425998741,-73.98198845168422 40.76545985982699",BROADWAY,WEST   55 STREET,WEST   56 STREET,271.75
"-73.98221563063282 40.76473425998741,-73.98198845168422 40.76545985982699",BROADWAY,WEST   55 STREET,WEST   56 STREET,271.75
"-73.98198845168422 40.76545985982699,-73.98184737975764 40.766287166640446",BROADWAY,WEST   56 STREET,WEST   57 STREET,303.94
"-73.98198845168422 40.76545985982699,-73.98184737975764 40.766287166640446",BROADWAY,WEST   56 STREET,WEST   57 STREET,303.94
"-73.98184737975764 40.766287166640446,-73.98171761581374 40.76710877478639",BROADWAY,WEST   57 STREET,WEST   58 STREET,301.49
"-73.98184737975764 40.766287166640446,-73.98171761581374 40.76710877478639",BROADWAY,WEST   57 STREET,WEST   58 STREET,301.49
"-73.98209271238005 40.76889229911831,-73.98211703759357 40.769742306102664",BROADWAY,WEST   60 STREET,WEST   61 STREET,309.76
"-73.98211703759357 40.769742306102664,-73.98214146397153 40.77057073693119",BROADWAY,WEST   61 STREET,WEST   62 STREET,301.90
"-73.98211703759357 40.769742306102664,-73.98214146397153 40.77057073693119",BROADWAY,WEST   61 STREET,WEST   62 STREET,301.90
"-73.98214146397153 40.77057073693119,-73.9821585369366 40.77139307010686",BROADWAY,WEST   62 STREET,WEST   63 STREET,299.64
"-73.98214146397153 40.77057073693119,-73.9821585369366 40.77139307010686",BROADWAY,WEST   62 STREET,WEST   63 STREET,299.64
"-73.9821585369366 40.77139307010686,-73.98217824153487 40.772209343200075",BROADWAY,WEST   63 STREET,WEST   64 STREET,297.45
"-73.9821585369366 40.77139307010686,-73.98217824153487 40.772209343200075",BROADWAY,WEST   63 STREET,WEST   64 STREET,297.45
"-73.98081059809608 40.782473175435904,-73.98047373332196 40.78316109216904",BROADWAY,WEST   77 STREET,WEST   78 STREET,267.43
"-73.98081059809608 40.782473175435904,-73.98047373332196 40.78316109216904",BROADWAY,WEST   77 STREET,WEST   78 STREET,267.43
"-73.98047373332196 40.78316109216904,-73.97998689217498 40.783844201136525",BROADWAY,WEST   78 STREET,WEST   79 STREET,283.05
"-73.98047373332196 40.78316109216904,-73.97998689217498 40.783844201136525",BROADWAY,WEST   78 STREET,WEST   79 STREET,283.05
"-73.97998689217498 40.783844201136525,-73.97947039952591 40.784522962282516",BROADWAY,WEST   79 STREET,WEST   80 STREET,285.68
"-73.97998689217498 40.783844201136525,-73.97947039952591 40.784522962282516",BROADWAY,WEST   79 STREET,WEST   80 STREET,285.68
"-73.97947039952591 40.784522962282516,-73.97900165438159 40.78515554304382",BROADWAY,WEST   80 STREET,WEST   81 STREET,264.51
"-73.97947039952591 40.784522962282516,-73.97900165438159 40.78515554304382",BROADWAY,WEST   80 STREET,WEST   81 STREET,264.51
"-73.97900165438159 40.78515554304382,-73.97853383912441 40.785786636184696",BROADWAY,WEST   81 STREET,WEST   82 STREET,263.91
"-73.97900165438159 40.78515554304382,-73.97853383912441 40.785786636184696",BROADWAY,WEST   81 STREET,WEST   82 STREET,263.91
"-73.97853383912441 40.785786636184696,-73.97805789644842 40.78641962587703",BROADWAY,WEST   82 STREET,WEST   83 STREET,265.63
"-73.97853383912441 40.785786636184696,-73.97805789644842 40.78641962587703",BROADWAY,WEST   82 STREET,WEST   83 STREET,265.63
"-73.97082734314684 40.79595859970511,-73.97036816231227 40.79659682883554",BROADWAY,WEST   98 STREET,WEST   99 STREET,265.02
"-73.97082734314684 40.79595859970511,-73.97036816231227 40.79659682883554",BROADWAY,WEST   98 STREET,WEST   99 STREET,265.02
"-73.97036816231227 40.79659682883554,-73.96991508236263 40.797216453345214",BROADWAY,WEST   99 STREET,WEST  100 STREET,258.26
"-73.97036816231227 40.79659682883554,-73.96991508236263 40.797216453345214",BROADWAY,WEST   99 STREET,WEST  100 STREET,258.26
"-73.96991508236263 40.797216453345214,-73.96945603400177 40.79783789344329",BROADWAY,WEST  100 STREET,WEST  101 STREET,259.65
"-73.96991508236263 40.797216453345214,-73.96945603400177 40.79783789344329",BROADWAY,WEST  100 STREET,WEST  101 STREET,259.65
"-73.96945603400177 40.79783789344329,-73.96900282611716 40.79847194742136",BROADWAY,WEST  101 STREET,WEST  102 STREET,262.89
"-73.96945603400177 40.79783789344329,-73.96900282611716 40.79847194742136",BROADWAY,WEST  101 STREET,WEST  102 STREET,262.89
"-73.96854221546708 40.799103209590236,-73.96864322772616 40.79896493301792,-73.96900282611716 40.79847194742136",BROADWAY,WEST  102 STREET,WEST  103 STREET,262.98
"-73.96854221546708 40.799103209590236,-73.96864322772616 40.79896493301792,-73.96900282611716 40.79847194742136",BROADWAY,WEST  102 STREET,WEST  103 STREET,262.98
"-73.96854221546708 40.799103209590236,-73.96819797498992 40.79978182145678",BROADWAY,WEST  103 STREET,WEST  104 STREET,264.98
"-73.96854221546708 40.799103209590236,-73.96819797498992 40.79978182145678",BROADWAY,WEST  103 STREET,WEST  104 STREET,264.98
"-73.96819797498992 40.79978182145678,-73.96797244241618 40.80050684997881",BROADWAY,WEST  104 STREET,WEST  105 STREET,271.43
"-73.96819797498992 40.79978182145678,-73.96797244241618 40.80050684997881",BROADWAY,WEST  104 STREET,WEST  105 STREET,271.43
"-73.96797244241618 40.80050684997881,-73.96787379789579 40.80135169779267",BROADWAY,WEST  105 STREET,WEST  106 STREET,309.02
"-73.96797244241618 40.80050684997881,-73.96787379789579 40.80135169779267",BROADWAY,WEST  105 STREET,WEST  106 STREET,309.02
"-73.96787379789579 40.80135169779267,-73.96780043508242 40.80220564751292",BROADWAY,WEST  106 STREET,WEST  107 STREET,311.79
"-73.96787379789579 40.80135169779267,-73.96780043508242 40.80220564751292",BROADWAY,WEST  106 STREET,WEST  107 STREET,311.79
"-73.96757497458624 40.80292725310591,-73.96778934229799 40.80279518481353,-73.96811086983679 40.8023470761147),(-73.9676907779881 40.8026817466064,-73.96780043508242 40.80220564751292",BROADWAY,WEST  107 STREET,WEST  108 STREET,438.45
"-73.96757497458624 40.80292725310591,-73.96778934229799 40.80279518481353,-73.96811086983679 40.8023470761147),(-73.9676907779881 40.8026817466064,-73.96780043508242 40.80220564751292",BROADWAY,WEST  107 STREET,WEST  108 STREET,438.45
"-73.96757497458624 40.80292725310591,-73.96714122738588 40.80356831241981",BROADWAY,WEST  108 STREET,WEST  109 STREET,262.62
"-73.96757497458624 40.80292725310591,-73.96714122738588 40.80356831241981",BROADWAY,WEST  108 STREET,WEST  109 STREET,262.62
"-73.96621585049198 40.80482826575415,-73.96576398985388 40.805453006361894",BROADWAY,WEST  111 STREET,WEST  112 STREET,259.73
"-73.96621585049198 40.80482826575415,-73.96576398985388 40.805453006361894",BROADWAY,WEST  111 STREET,WEST  112 STREET,259.73
"-73.96530851663766 40.806080400521566,-73.96553625550189 40.80576670817739,-73.96576398985388 40.805453006361894",BROADWAY,WEST  112 STREET,WEST  113 STREET,261.05
"-73.96530851663766 40.806080400521566,-73.96553625550189 40.80576670817739,-73.96576398985388 40.805453006361894",BROADWAY,WEST  112 STREET,WEST  113 STREET,261.05
"-73.96530851663766 40.806080400521566,-73.96484783414694 40.80670632252013",BROADWAY,WEST  113 STREET,WEST  114 STREET,261.29
"-73.96530851663766 40.806080400521566,-73.96484783414694 40.80670632252013",BROADWAY,WEST  113 STREET,WEST  114 STREET,261.29
"-73.96484783414694 40.80670632252013,-73.96439007803446 40.80733762940104",BROADWAY,WEST  114 STREET,WEST  115 STREET,262.61
"-73.96484783414694 40.80670632252013,-73.96439007803446 40.80733762940104",BROADWAY,WEST  114 STREET,WEST  115 STREET,262.61
"-73.96439007803446 40.80733762940104,-73.96389877924555 40.808002746612345",BROADWAY,WEST  115 STREET,WEST  116 STREET,277.89
"-73.96439007803446 40.80733762940104,-73.96389877924555 40.808002746612345",BROADWAY,WEST  115 STREET,WEST  116 STREET,277.89
"-73.96205558653386 40.810533274225385,-73.96248596281693 40.80994243729166,-73.96294141679618 40.80931714290556,-73.96389877924555 40.808002746612345",BROADWAY,WEST  116 STREET,WEST  120 STREET,1053.74
"-73.96205558653386 40.810533274225385,-73.96156938053575 40.81120536261497",BROADWAY,WEST  120 STREET,WEST  121 STREET,279.42
"-73.96205558653386 40.810533274225385,-73.96156938053575 40.81120536261497",BROADWAY,WEST  120 STREET,WEST  121 STREET,279.42
"-73.96156938053575 40.81120536261497,-73.96111106831064 40.8118302983396",BROADWAY,WEST  121 STREET,WEST  122 STREET,260.65
"-73.96156938053575 40.81120536261497,-73.96111106831064 40.8118302983396",BROADWAY,WEST  121 STREET,WEST  122 STREET,260.65
"-73.96111106831064 40.8118302983396,-73.96065220182723 40.81245599651506",BROADWAY,WEST  122 STREET,WEST  123 STREET,260.96
"-73.96111106831064 40.8118302983396,-73.96065220182723 40.81245599651506",BROADWAY,WEST  122 STREET,WEST  123 STREET,260.96
"-73.95413423545355 40.82138231104117,-73.95367103458473 40.82201753394284",BROADWAY,WEST  137 STREET,WEST  138 STREET,264.57
"-73.93738855473633 40.84864844911084,-73.93748661827054 40.84856903386432,-73.93756678403251 40.848491481871925,-73.93767236934605 40.84839272796476",BROADWAY,WEST  178 STREET,TRANSMANHATTAN EXPRESSWAY,121.93
"-73.9370697812451 40.84893899952641,-73.93639683103065 40.84954119469835",BROADWAY,WEST  179 STREET,WEST  180 STREET,287.75
"-73.9370697812451 40.84893899952641,-73.93639683103065 40.84954119469835",BROADWAY,WEST  179 STREET,WEST  180 STREET,287.75
"-73.9370697812451 40.84893899952641,-73.93716376482422 40.84884724559046,-73.93728605117555 40.848747906813614,-73.93738855473633 40.84864844911084",BROADWAY,WEST  179 STREET,TRANSMANHATTAN EXPRESSWAY,137.91
"-73.93639683103065 40.84954119469835,-73.93575394249686 40.85016820218101",BROADWAY,WEST  180 STREET,WEST  181 STREET,289.52
"-73.93639683103065 40.84954119469835,-73.93575394249686 40.85016820218101",BROADWAY,WEST  180 STREET,WEST  181 STREET,289.52
"-73.93575394249686 40.85016820218101,-73.93542571683197 40.85077432908551",BROADWAY,WEST  181 STREET,WEST  182 STREET,238.78
"-73.93575394249686 40.85016820218101,-73.93542571683197 40.85077432908551",BROADWAY,WEST  181 STREET,WEST  182 STREET,238.78
"-73.93542571683197 40.85077432908551,-73.93508324921558 40.85143423335171",BROADWAY,WEST  182 STREET,WEST  183 STREET,258.42
"-73.93542571683197 40.85077432908551,-73.93508324921558 40.85143423335171",BROADWAY,WEST  182 STREET,WEST  183 STREET,258.42
"-73.93508324921558 40.85143423335171,-73.93477553348069 40.852058586764215",BROADWAY,WEST  183 STREET,WEST  184 STREET,242.88
"-73.93508324921558 40.85143423335171,-73.93477553348069 40.852058586764215",BROADWAY,WEST  183 STREET,WEST  184 STREET,242.88
"-73.93477553348069 40.852058586764215,-73.93442935533086 40.85272904061124",BROADWAY,WEST  184 STREET,WEST  185 STREET,262.38
"-73.93477553348069 40.852058586764215,-73.93442935533086 40.85272904061124",BROADWAY,WEST  184 STREET,WEST  185 STREET,262.38
"-73.93442935533086 40.85272904061124,-73.93419319527227 40.853200394467976",BROADWAY,WEST  185 STREET,WEST  186 STREET,183.74
"-73.93442935533086 40.85272904061124,-73.93419319527227 40.853200394467976",BROADWAY,WEST  185 STREET,WEST  186 STREET,183.74
"-73.93419319527227 40.853200394467976,-73.93370481929082 40.85416907056847",BROADWAY,WEST  186 STREET,WEST  187 STREET,377.90
"-73.93419319527227 40.853200394467976,-73.93370481929082 40.85416907056847",BROADWAY,WEST  186 STREET,WEST  187 STREET,377.90
"-73.93370481929082 40.85416907056847,-73.93331215353855 40.855334584133004",BROADWAY,WEST  187 STREET,WEST  189 STREET,438.32
"-73.93370481929082 40.85416907056847,-73.93331215353855 40.855334584133004",BROADWAY,WEST  187 STREET,WEST  189 STREET,438.32
"-73.93331215353855 40.855334584133004,-73.93276050057047 40.856503092264354",BROADWAY,WEST  189 STREET,WEST  190 STREET,452.26
"-73.93331215353855 40.855334584133004,-73.93276050057047 40.856503092264354",BROADWAY,WEST  189 STREET,WEST  190 STREET,452.26
"-73.9320429548107 40.85784097228869,-73.93181696619193 40.858272318069965",BROADWAY,WEST  192 STREET,WEST  193 STREET,169.13
"-73.9320429548107 40.85784097228869,-73.93181696619193 40.858272318069965",BROADWAY,WEST  192 STREET,WEST  193 STREET,169.13
"-73.92310988015676 40.8670155816798,-73.9212131445967 40.86769278394853",BROADWAY,WEST  204 STREET,WEST  207 STREET,579.73
"-73.92310988015676 40.8670155816798,-73.9212131445967 40.86769278394853",BROADWAY,WEST  204 STREET,WEST  207 STREET,579.73
"-73.9185603664943 40.868481851740256,-73.91759363499823 40.8688852869043",BROADWAY,WEST  212 STREET,WEST  213 STREET,305.12
"-73.9185603664943 40.868481851740256,-73.91759363499823 40.8688852869043",BROADWAY,WEST  212 STREET,WEST  213 STREET,305.12
"-73.91759363499823 40.8688852869043,-73.91716843131732 40.869096623508916",BROADWAY,WEST  213 STREET,WEST  214 STREET EXTENSION,140.57
"-73.91716843131732 40.869096623508916,-73.91673319888487 40.86931935329624",BROADWAY,WEST  214 STREET,WEST  214 STREET EXTENSION,145.17
"-73.91716843131732 40.869096623508916,-73.91673319888487 40.86931935329624",BROADWAY,WEST  214 STREET,WEST  214 STREET EXTENSION,145.17
"-73.91587020892487 40.8698456979936,-73.91627557564931 40.869582666438454,-73.91673319888487 40.86931935329624",BROADWAY,WEST  214 STREET,WEST  215 STREET,306.31
"-73.91587020892487 40.8698456979936,-73.91627557564931 40.869582666438454,-73.91673319888487 40.86931935329624",BROADWAY,WEST  214 STREET,WEST  215 STREET,306.31
"-73.91627557564931 40.869582666438454,-73.91587020892487 40.8698456979936",BROADWAY,WEST  215 STREET,WEST  215 STREET,147.49
"-73.91587020892487 40.8698456979936,-73.91514791077537 40.87041592780725",BROADWAY,WEST  215 STREET,WEST  216 STREET,288.22
"-73.91587020892487 40.8698456979936,-73.91514791077537 40.87041592780725",BROADWAY,WEST  215 STREET,WEST  216 STREET,288.22
"-73.91409037262217 40.87119463184826,-73.91458750118355 40.87083269282747,-73.91464473344985 40.87079102453421,-73.91514791077537 40.87041592780725",BROADWAY,WEST  216 STREET,WEST  218 STREET,407.49
"-73.91409037262217 40.87119463184826,-73.91458750118355 40.87083269282747,-73.91464473344985 40.87079102453421,-73.91514791077537 40.87041592780725",BROADWAY,WEST  216 STREET,WEST  218 STREET,407.49
"-73.91336718443804 40.871767635848606,-73.9127360521508 40.87231738496361",BROADWAY,WEST  219 STREET,WEST  220 STREET,265.68
"-73.91336718443804 40.871767635848606,-73.9127360521508 40.87231738496361",BROADWAY,WEST  219 STREET,WEST  220 STREET,265.68
"-73.91026971118616 40.87427181458688,-73.90973487346801 40.874638143836876",BROADWAY,WEST  225 STREET,WEST  225 STREET,199.23
"-73.91026971118616 40.87427181458688,-73.90973487346801 40.874638143836876",BROADWAY,WEST  225 STREET,WEST  225 STREET,199.23
"-74.00473947909492 40.72426702895156,-74.00457474440607 40.724173130514394,-74.00437984927561 40.724054143904",BROOME STREET,6 AVENUE,6 AVENUE,126.32
"-74.00363545902154 40.72368202626142,-74.00437984927561 40.724054143904",BROOME STREET,6 AVENUE,THOMPSON STREET,246.89
"-74.00604066345434 40.72440312502909,-74.00473947909492 40.72426702895156,-74.00457474440607 40.724173130514394",BROOME STREET,6 AVENUE,VARICK STREET,421.11
"-74.00604066345434 40.72440312502909,-74.00473947909492 40.72426702895156,-74.00457474440607 40.724173130514394",BROOME STREET,6 AVENUE,VARICK STREET,421.11
"-73.98453662988382 40.71639394044116,-73.98482768656602 40.71648167534937",BROOME STREET,ATTORNEY STREET,RIDGE STREET,86.79
"-73.99526076283523 40.71986754491643,-73.99449581094262 40.71955544553431,-73.99439866280782 40.71945710878275",BROOME STREET,BOWERY,ELIZABETH STREET,285.43
"-73.99903165190658 40.72142134080218,-73.99985330420236 40.72179178738449",BROOME STREET,BROADWAY,CROSBY STREET,264.74
"-73.99985330420236 40.72179178738449,-74.0006564068285 40.722183056975574",BROOME STREET,BROADWAY,MERCER STREET,264.34
"-73.97949553967399 40.71488988614894,-73.9803106279982 40.71512225204535",BROOME STREET,CANNON STREET,LEWIS STREET,241.30
"-73.97949553967399 40.71488988614894,-73.9803106279982 40.71512225204535",BROOME STREET,CANNON STREET,LEWIS STREET,241.30
"-73.99734967057282 40.72070431152297,-73.99765481766512 40.72083590961484",BROOME STREET,CENTRE STREET,CENTRE MARKET PLACE,97.23
"-73.99765481766512 40.72083590961484,-73.99819536738421 40.72106366724083",BROOME STREET,CENTRE STREET,LAFAYETTE STREET,171.28
"-73.99683631217684 40.720504394424445,-73.99734967057282 40.72070431152297",BROOME STREET,CENTRE MARKET PLACE,MULBERRY STREET,159.86
"-73.98620052538998 40.71689959023579,-73.98704016877234 40.71715656642378",BROOME STREET,CLINTON STREET,SUFFOLK STREET,250.88
"-73.98620052538998 40.71689959023579,-73.98704016877234 40.71715656642378",BROOME STREET,CLINTON STREET,SUFFOLK STREET,250.88
"-73.99819536738421 40.72106366724083,-73.99903165190658 40.72142134080218",BROOME STREET,CROSBY STREET,LAFAYETTE STREET,265.93
"-73.99526076283523 40.71986754491643,-73.99603078634395 40.72018074430305",BROOME STREET,ELIZABETH STREET,MOTT STREET,242.04
"-73.98867046851716 40.71764958844896,-73.98947341974383 40.717893126548276",BROOME STREET,ESSEX STREET,LUDLOW STREET,239.62
"-73.98867046851716 40.71764958844896,-73.98947341974383 40.717893126548276",BROOME STREET,ESSEX STREET,LUDLOW STREET,239.62
"-73.9878793578841 40.717408972645806,-73.98867046851716 40.71764958844896",BROOME STREET,ESSEX STREET,NORFOLK STREET,236.17
"-73.9878793578841 40.717408972645806,-73.98867046851716 40.71764958844896",BROOME STREET,ESSEX STREET,NORFOLK STREET,236.17
"-74.0006564068285 40.722183056975574,-74.00140377010284 40.7225556369676",BROOME STREET,GREENE STREET,MERCER STREET,247.67
"-74.00140377010284 40.7225556369676,-74.00217341757431 40.72292942645838",BROOME STREET,GREENE STREET,WOOSTER STREET,253.10
"-73.99603078634395 40.72018074430305,-73.99683631217684 40.720504394424445",BROOME STREET,MOTT STREET,MULBERRY STREET,252.51
"-73.98704016877234 40.71715656642378,-73.9878793578841 40.717408972645806",BROOME STREET,NORFOLK STREET,SUFFOLK STREET,250.15
"-73.98704016877234 40.71715656642378,-73.9878793578841 40.717408972645806",BROOME STREET,NORFOLK STREET,SUFFOLK STREET,250.15
"-73.98361989409688 40.716114934657995,-73.98453662988382 40.71639394044116",BROOME STREET,PITT STREET,RIDGE STREET,273.71
"-73.98361989409688 40.716114934657995,-73.98453662988382 40.71639394044116",BROOME STREET,PITT STREET,RIDGE STREET,273.71
"-74.00298147088628 40.72330841384087,-74.00363545902154 40.72368202626142",BROOME STREET,THOMPSON STREET,WATTS STREET,226.69
"-73.99249062516569 40.7150803402826,-73.99238258859222 40.71504772570623,-73.99188986319511 40.71489866659512",CANAL STREET,ALLEN STREET,ORCHARD STREET,179.21
"-73.99249062516569 40.7150803402826,-73.99238258859222 40.71504772570623,-73.99188986319511 40.71489866659512",CANAL STREET,ALLEN STREET,ORCHARD STREET,179.21
"-73.99075515363099 40.71455407281732,-73.99113282082077 40.71466862943538",CANAL STREET,DIVISION STREET,LUDLOW STREET,112.71
"-73.99075515363099 40.71455407281732,-73.99113282082077 40.71466862943538",CANAL STREET,DIVISION STREET,LUDLOW STREET,112.71
"-73.99113282082077 40.71466862943538,-73.99188986319511 40.71489866659512",CANAL STREET,LUDLOW STREET,ORCHARD STREET,225.98
"-73.99113282082077 40.71466862943538,-73.99188986319511 40.71489866659512",CANAL STREET,LUDLOW STREET,ORCHARD STREET,225.98
