Through,From,To,Distance
EAST   21 STREET,1 AVENUE,2 AVENUE,789.61
EAST   21 STREET,2 AVENUE,3 AVENUE,709.74
EAST   21 STREET,2 AVENUE,3 AVENUE,709.74
EAST   21 STREET,5 AVENUE,BROADWAY,296.75
EAST   21 STREET,5 AVENUE,BROADWAY,296.75
EAST   22 STREET,1 AVENUE,2 AVENUE,789.03
EAST   22 STREET,1 AVENUE,2 AVENUE,789.03
EAST   22 STREET,2 AVENUE,3 AVENUE,709.37
EAST   22 STREET,2 AVENUE,3 AVENUE,709.37
EAST   22 STREET,3 AVENUE,LEXINGTON AVENUE,507.22
EAST   22 STREET,3 AVENUE,LEXINGTON AVENUE,507.22
EAST   22 STREET,5 AVENUE,BROADWAY,216.03
EAST   22 STREET,5 AVENUE,BROADWAY,216.03
EAST   23 STREET,1 AVENUE,2 AVENUE,777.25
EAST   23 STREET,1 AVENUE,2 AVENUE,777.25
EAST   23 STREET,2 AVENUE,3 AVENUE,710.25
EAST   23 STREET,2 AVENUE,3 AVENUE,710.25
EAST   23 STREET,3 AVENUE,LEXINGTON AVENUE,506.63
EAST   23 STREET,3 AVENUE,LEXINGTON AVENUE,506.63
EAST   23 STREET,5 AVENUE,BROADWAY,142.66
EAST   23 STREET,5 AVENUE,BROADWAY,142.66
EAST   23 STREET,BROADWAY,MADISON AVENUE,362.80
EAST   23 STREET,BROADWAY,MADISON AVENUE,362.80
EAST   23 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,511.56
EAST   23 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,511.56
EAST   23 STREET,MADISON AVENUE,PARK AVENUE SOUTH,514.38
EAST   23 STREET,MADISON AVENUE,PARK AVENUE SOUTH,514.38
EAST   24 STREET,MADISON AVENUE,PARK AVENUE SOUTH,519.31
EAST   25 STREET,1 AVENUE,2 AVENUE,749.16
EAST   25 STREET,1 AVENUE,2 AVENUE,749.16
EAST   25 STREET,1 AVENUE,ASSER LEVY PLACE,705.92
EAST   25 STREET,1 AVENUE,ASSER LEVY PLACE,705.92
EAST   25 STREET,2 AVENUE,3 AVENUE,711.00
EAST   25 STREET,2 AVENUE,3 AVENUE,711.00
EAST   25 STREET,ASSER LEVY PLACE,F D R DRIVE,140.39
EAST   26 STREET,2 AVENUE,3 AVENUE,715.50
EAST   26 STREET,2 AVENUE,3 AVENUE,715.50
EAST   26 STREET,3 AVENUE,BROADWAY ALLEY,166.95
EAST   26 STREET,3 AVENUE,BROADWAY ALLEY,166.95
EAST   26 STREET,BROADWAY ALLEY,LEXINGTON AVENUE,340.32
EAST   26 STREET,BROADWAY ALLEY,LEXINGTON AVENUE,340.32
EAST   27 STREET,2 AVENUE,3 AVENUE,710.76
EAST   27 STREET,2 AVENUE,3 AVENUE,710.76
EAST   27 STREET,5 AVENUE,MADISON AVENUE,507.22
EAST   27 STREET,MADISON AVENUE,PARK AVENUE SOUTH,513.24
EAST   31 STREET,5 AVENUE,MADISON AVENUE,507.92
EAST   31 STREET,5 AVENUE,MADISON AVENUE,507.92
EAST   31 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,512.68
EAST   31 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,512.68
EAST   31 STREET,MADISON AVENUE,PARK AVENUE SOUTH,512.27
EAST   31 STREET,MADISON AVENUE,PARK AVENUE SOUTH,512.27
EAST   33 STREET,5 AVENUE,MADISON AVENUE,507.01
EAST   33 STREET,5 AVENUE,MADISON AVENUE,507.01
EAST   35 STREET,5 AVENUE,MADISON AVENUE,507.23
EAST   35 STREET,5 AVENUE,MADISON AVENUE,507.23
EAST   37 STREET,1 AVENUE,QN MDTWN TNNL APPROACH,482.11
EAST   37 STREET,1 AVENUE,QN MDTWN TNNL APPROACH,482.11
EAST   37 STREET,2 AVENUE,QN MDTWN TNNL APPROACH,269.39
EAST   37 STREET,2 AVENUE,QN MDTWN TNNL APPROACH,269.39
EAST   37 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,431.59
EAST   37 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,431.59
EAST   37 STREET,3 AVENUE,LEXINGTON AVENUE,507.73
EAST   37 STREET,3 AVENUE,LEXINGTON AVENUE,507.73
EAST   37 STREET,3 AVENUE,QNS MDTWN TNNL EXIT,278.01
EAST   37 STREET,3 AVENUE,QNS MDTWN TNNL EXIT,278.01
EAST   37 STREET,5 AVENUE,MADISON AVENUE,507.16
EAST   37 STREET,5 AVENUE,MADISON AVENUE,507.16
EAST   37 STREET,LEXINGTON AVENUE,PARK AVENUE,512.56
EAST   37 STREET,LEXINGTON AVENUE,PARK AVENUE,512.56
EAST   37 STREET,MADISON AVENUE,PARK AVENUE,512.45
EAST   37 STREET,MADISON AVENUE,PARK AVENUE,512.45
EAST   38 STREET,5 AVENUE,MADISON AVENUE,507.38
EAST   38 STREET,5 AVENUE,MADISON AVENUE,507.38
EAST   39 STREET,1 AVENUE,QN MDTWN TNNL APPROACH,478.74
EAST   39 STREET,1 AVENUE,QN MDTWN TNNL APPROACH,478.74
EAST   39 STREET,2 AVENUE,QN MDTWN TNNL APPROACH,275.61
EAST   39 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,432.03
EAST   39 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,432.03
EAST   39 STREET,3 AVENUE,LEXINGTON AVENUE,501.75
EAST   39 STREET,3 AVENUE,LEXINGTON AVENUE,501.75
EAST   39 STREET,3 AVENUE,QNS MDTWN TNNL EXIT,279.06
EAST   39 STREET,5 AVENUE,MADISON AVENUE,506.81
EAST   39 STREET,5 AVENUE,MADISON AVENUE,506.81
EAST   39 STREET,LEXINGTON AVENUE,PARK AVENUE,512.46
EAST   39 STREET,LEXINGTON AVENUE,PARK AVENUE,512.46
EAST   39 STREET,MADISON AVENUE,PARK AVENUE,513.45
EAST   39 STREET,MADISON AVENUE,PARK AVENUE,513.45
EAST   40 STREET,1 AVENUE,TUDOR CITY PLACE,193.88
EAST   40 STREET,1 AVENUE,TUDOR CITY PLACE,193.88
EAST   40 STREET,2 AVENUE,QN MDTWN TNNL APPROACH,271.60
EAST   40 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,435.54
EAST   40 STREET,3 AVENUE,LEXINGTON AVENUE,507.43
EAST   40 STREET,3 AVENUE,LEXINGTON AVENUE,507.43
EAST   40 STREET,3 AVENUE,QNS MDTWN TNNL EXIT,274.77
EAST   40 STREET,3 AVENUE,QNS MDTWN TNNL EXIT,274.77
EAST   40 STREET,5 AVENUE,MADISON AVENUE,507.35
EAST   40 STREET,5 AVENUE,MADISON AVENUE,507.35
EAST   40 STREET,MADISON AVENUE,PARK AVENUE,511.06
EAST   40 STREET,TUDOR CITY PLACE,QN MDTWN TNNL APPROACH,282.21
EAST   41 STREET,2 AVENUE,TUDOR CITY PLACE,562.34
EAST   41 STREET,2 AVENUE,QNS MDTWN TNNL EXIT,435.94
EAST   42 STREET,1 AVENUE,TUDOR CITY PLACE,185.64
EAST   42 STREET,2 AVENUE,3 AVENUE,709.35
EAST   42 STREET,2 AVENUE,TUDOR CITY PLACE,566.84
EAST   42 STREET,3 AVENUE,LEXINGTON AVENUE,508.16
EAST   42 STREET,3 AVENUE,LEXINGTON AVENUE,508.16
EAST   42 STREET,DE PEW PLACE,LEXINGTON AVENUE,334.84
EAST   42 STREET,DE PEW PLACE,PARK AVENUE,179.44
EAST   42 STREET,PARK AVENUE,VANDERBILT AVENUE,214.33
EAST   43 STREET,2 AVENUE,3 AVENUE,711.66
EAST   43 STREET,2 AVENUE,3 AVENUE,711.66
EAST   44 STREET,1 AVENUE,2 AVENUE,748.93
EAST   44 STREET,1 AVENUE,2 AVENUE,748.93
EAST   44 STREET,2 AVENUE,3 AVENUE,709.38
EAST   44 STREET,2 AVENUE,3 AVENUE,709.38
EAST   44 STREET,3 AVENUE,LEXINGTON AVENUE,507.23
EAST   44 STREET,3 AVENUE,LEXINGTON AVENUE,507.23
EAST   44 STREET,5 AVENUE,MADISON AVENUE,509.31
EAST   47 STREET,2 AVENUE,3 AVENUE,712.10
EAST   47 STREET,2 AVENUE,3 AVENUE,712.10
EAST   47 STREET,3 AVENUE,LEXINGTON AVENUE,506.53
EAST   47 STREET,3 AVENUE,LEXINGTON AVENUE,506.53
EAST   47 STREET,LEXINGTON AVENUE,PARK AVENUE,510.32
EAST   47 STREET,LEXINGTON AVENUE,PARK AVENUE,510.32
EAST   48 STREET,1 AVENUE,2 AVENUE,749.91
EAST   48 STREET,1 AVENUE,2 AVENUE,749.91
EAST   48 STREET,2 AVENUE,3 AVENUE,711.36
EAST   48 STREET,2 AVENUE,3 AVENUE,711.36
EAST   48 STREET,3 AVENUE,LEXINGTON AVENUE,506.40
EAST   48 STREET,3 AVENUE,LEXINGTON AVENUE,506.40
EAST   49 STREET,1 AVENUE,2 AVENUE,750.31
EAST   49 STREET,1 AVENUE,2 AVENUE,750.31
EAST   49 STREET,1 AVENUE,BEEKMAN PLACE,479.32
EAST   49 STREET,1 AVENUE,BEEKMAN PLACE,479.32
EAST   49 STREET,2 AVENUE,3 AVENUE,709.08
EAST   49 STREET,2 AVENUE,3 AVENUE,709.08
EAST   49 STREET,3 AVENUE,LEXINGTON AVENUE,507.96
EAST   49 STREET,3 AVENUE,LEXINGTON AVENUE,507.96
EAST   50 STREET,1 AVENUE,2 AVENUE,749.09
EAST   50 STREET,1 AVENUE,2 AVENUE,749.09
EAST   50 STREET,2 AVENUE,3 AVENUE,710.04
EAST   50 STREET,2 AVENUE,3 AVENUE,710.04
EAST   50 STREET,3 AVENUE,LEXINGTON AVENUE,507.41
EAST   50 STREET,3 AVENUE,LEXINGTON AVENUE,507.41
EAST   51 STREET,1 AVENUE,2 AVENUE,750.64
EAST   51 STREET,1 AVENUE,2 AVENUE,750.64
EAST   51 STREET,1 AVENUE,BEEKMAN PLACE,427.56
EAST   51 STREET,1 AVENUE,BEEKMAN PLACE,427.56
EAST   52 STREET,2 AVENUE,3 AVENUE,710.09
EAST   52 STREET,2 AVENUE,3 AVENUE,710.09
EAST   52 STREET,3 AVENUE,LEXINGTON AVENUE,507.07
EAST   52 STREET,3 AVENUE,LEXINGTON AVENUE,507.07
EAST   53 STREET,1 AVENUE,2 AVENUE,751.67
EAST   53 STREET,1 AVENUE,2 AVENUE,751.67
EAST   53 STREET,1 AVENUE,SUTTON PLACE SOUTH,708.52
EAST   53 STREET,2 AVENUE,3 AVENUE,708.19
EAST   53 STREET,2 AVENUE,3 AVENUE,708.19
EAST   53 STREET,3 AVENUE,LEXINGTON AVENUE,506.60
EAST   53 STREET,3 AVENUE,LEXINGTON AVENUE,506.60
EAST   53 STREET,5 AVENUE,MADISON AVENUE,509.20
EAST   53 STREET,5 AVENUE,MADISON AVENUE,509.20
EAST   53 STREET,MADISON AVENUE,PARK AVENUE,510.45
EAST   53 STREET,MADISON AVENUE,PARK AVENUE,510.45
EAST   54 STREET,1 AVENUE,2 AVENUE,752.34
EAST   54 STREET,1 AVENUE,2 AVENUE,752.34
EAST   54 STREET,1 AVENUE,SUTTON PLACE SOUTH,703.08
EAST   54 STREET,1 AVENUE,SUTTON PLACE SOUTH,703.08
EAST   54 STREET,2 AVENUE,3 AVENUE,708.80
EAST   54 STREET,2 AVENUE,3 AVENUE,708.80
EAST   54 STREET,3 AVENUE,LEXINGTON AVENUE,505.90
EAST   54 STREET,3 AVENUE,LEXINGTON AVENUE,505.90
EAST   54 STREET,5 AVENUE,MADISON AVENUE,508.90
EAST   54 STREET,5 AVENUE,MADISON AVENUE,508.90
EAST   54 STREET,LEXINGTON AVENUE,PARK AVENUE,513.17
EAST   54 STREET,LEXINGTON AVENUE,PARK AVENUE,513.17
EAST   54 STREET,MADISON AVENUE,PARK AVENUE,510.71
EAST   54 STREET,MADISON AVENUE,PARK AVENUE,510.71
EAST   55 STREET,1 AVENUE,2 AVENUE,750.49
EAST   55 STREET,1 AVENUE,2 AVENUE,750.49
EAST   55 STREET,1 AVENUE,SUTTON PLACE SOUTH,712.51
EAST   55 STREET,1 AVENUE,SUTTON PLACE SOUTH,712.51
EAST   55 STREET,2 AVENUE,3 AVENUE,709.30
EAST   55 STREET,2 AVENUE,3 AVENUE,709.30
EAST   55 STREET,3 AVENUE,LEXINGTON AVENUE,507.16
EAST   55 STREET,3 AVENUE,LEXINGTON AVENUE,507.16
EAST   55 STREET,5 AVENUE,MADISON AVENUE,508.92
EAST   55 STREET,LEXINGTON AVENUE,PARK AVENUE,512.82
EAST   57 STREET,1 AVENUE,QNSBORO BRDG APPROACH,500.02
EAST   57 STREET,1 AVENUE,QNSBORO BRDG APPROACH,500.02
EAST   57 STREET,2 AVENUE,3 AVENUE,687.19
EAST   57 STREET,2 AVENUE,3 AVENUE,687.19
EAST   57 STREET,2 AVENUE,QNSBORO BRDG APPROACH,250.32
EAST   57 STREET,3 AVENUE,LEXINGTON AVENUE,529.48
EAST   57 STREET,3 AVENUE,LEXINGTON AVENUE,529.48
EAST   57 STREET,5 AVENUE,MADISON AVENUE,509.05
EAST   57 STREET,5 AVENUE,MADISON AVENUE,509.05
EAST   57 STREET,LEXINGTON AVENUE,PARK AVENUE,512.09
EAST   57 STREET,LEXINGTON AVENUE,PARK AVENUE,512.09
EAST   57 STREET,MADISON AVENUE,PARK AVENUE,510.32
EAST   57 STREET,MADISON AVENUE,PARK AVENUE,510.32
EAST   59 STREET,1 AVENUE,SUTTON PLACE,712.64
EAST   59 STREET,1 AVENUE,QNSBORO BRDG APPROACH,502.19
EAST   59 STREET,2 AVENUE,3 AVENUE,718.07
EAST   59 STREET,2 AVENUE,QNSBORO BRDG APPROACH,239.74
EAST   59 STREET,2 AVENUE,QNSBORO BRDG APPROACH,239.74
EAST   59 STREET,3 AVENUE,LEXINGTON AVENUE,507.89
EAST   59 STREET,3 AVENUE,LEXINGTON AVENUE,507.89
EAST   59 STREET,5 AVENUE,MADISON AVENUE,510.64
EAST   59 STREET,5 AVENUE,MADISON AVENUE,510.64
EAST   59 STREET,LEXINGTON AVENUE,PARK AVENUE,512.21
EAST   59 STREET,LEXINGTON AVENUE,PARK AVENUE,512.21
EAST   59 STREET,MADISON AVENUE,PARK AVENUE,509.40
EAST   59 STREET,MADISON AVENUE,PARK AVENUE,509.40
EAST   60 STREET,1 AVENUE,SUTTON PLACE,714.25
EAST   60 STREET,1 AVENUE,SUTTON PLACE,714.25
EAST   60 STREET,1 AVENUE,QUEENSBORO BRDG EXIT,375.24
EAST   60 STREET,1 AVENUE,QUEENSBORO BRDG EXIT,375.24
EAST   60 STREET,2 AVENUE,3 AVENUE,710.89
EAST   60 STREET,2 AVENUE,QUEENSBORO BRDG EXIT,318.09
EAST   60 STREET,3 AVENUE,LEXINGTON AVENUE,506.32
EAST   60 STREET,3 AVENUE,LEXINGTON AVENUE,506.32
EAST   60 STREET,5 AVENUE,MADISON AVENUE,507.37
EAST   60 STREET,F D R DRIVE,SUTTON PLACE,202.14
EAST   60 STREET,LEXINGTON AVENUE,PARK AVENUE,513.22
EAST   60 STREET,LEXINGTON AVENUE,PARK AVENUE,513.22
EAST   60 STREET,MADISON AVENUE,PARK AVENUE,510.28
EAST   60 STREET,MADISON AVENUE,PARK AVENUE,510.28
EAST   61 STREET,1 AVENUE,YORK AVENUE,714.08
EAST   61 STREET,1 AVENUE,YORK AVENUE,714.08
EAST   61 STREET,1 AVENUE,QUEENSBORO BRDG EXIT,435.82
EAST   61 STREET,2 AVENUE,3 AVENUE,711.19
EAST   61 STREET,2 AVENUE,3 AVENUE,711.19
EAST   61 STREET,2 AVENUE,QUEENSBORO BRDG EXIT,311.84
EAST   61 STREET,3 AVENUE,LEXINGTON AVENUE,507.41
EAST   61 STREET,3 AVENUE,LEXINGTON AVENUE,507.41
EAST   61 STREET,5 AVENUE,MADISON AVENUE,507.29
EAST   61 STREET,5 AVENUE,MADISON AVENUE,507.29
EAST   61 STREET,LEXINGTON AVENUE,PARK AVENUE,512.12
EAST   61 STREET,LEXINGTON AVENUE,PARK AVENUE,512.12
EAST   61 STREET,MADISON AVENUE,PARK AVENUE,509.97
EAST   61 STREET,MADISON AVENUE,PARK AVENUE,509.97
EAST   63 STREET,1 AVENUE,2 AVENUE,753.89
EAST   63 STREET,1 AVENUE,YORK AVENUE,705.26
EAST   63 STREET,2 AVENUE,3 AVENUE,709.57
EAST   63 STREET,2 AVENUE,3 AVENUE,709.57
EAST   63 STREET,3 AVENUE,LEXINGTON AVENUE,507.76
EAST   63 STREET,3 AVENUE,LEXINGTON AVENUE,507.76
EAST   63 STREET,LEXINGTON AVENUE,PARK AVENUE,511.63
EAST   63 STREET,LEXINGTON AVENUE,PARK AVENUE,511.63
EAST   63 STREET,MADISON AVENUE,PARK AVENUE,509.81
EAST   63 STREET,MADISON AVENUE,PARK AVENUE,509.81
EAST   64 STREET,3 AVENUE,LEXINGTON AVENUE,507.52
EAST   64 STREET,3 AVENUE,LEXINGTON AVENUE,507.52
EAST   64 STREET,5 AVENUE,MADISON AVENUE,507.04
EAST   64 STREET,5 AVENUE,MADISON AVENUE,507.04
EAST   64 STREET,LEXINGTON AVENUE,PARK AVENUE,511.75
EAST   64 STREET,LEXINGTON AVENUE,PARK AVENUE,511.75
EAST   64 STREET,MADISON AVENUE,PARK AVENUE,510.47
EAST   64 STREET,MADISON AVENUE,PARK AVENUE,510.47
EAST   65 STREET,1 AVENUE,2 AVENUE,750.47
EAST   65 STREET,1 AVENUE,2 AVENUE,750.47
EAST   65 STREET,1 AVENUE,YORK AVENUE,714.13
EAST   65 STREET,1 AVENUE,YORK AVENUE,714.13
EAST   65 STREET,2 AVENUE,3 AVENUE,708.24
EAST   65 STREET,2 AVENUE,3 AVENUE,708.24
EAST   65 STREET,3 AVENUE,LEXINGTON AVENUE,507.09
EAST   65 STREET,3 AVENUE,LEXINGTON AVENUE,507.09
EAST   65 STREET,5 AVENUE,MADISON AVENUE,510.68
EAST   65 STREET,LEXINGTON AVENUE,PARK AVENUE,513.00
EAST   65 STREET,LEXINGTON AVENUE,PARK AVENUE,513.00
EAST   65 STREET,MADISON AVENUE,PARK AVENUE,508.97
EAST   65 STREET,MADISON AVENUE,PARK AVENUE,508.97
EAST   66 STREET,1 AVENUE,2 AVENUE,749.86
EAST   66 STREET,1 AVENUE,YORK AVENUE,713.46
EAST   66 STREET,1 AVENUE,YORK AVENUE,713.46
EAST   66 STREET,2 AVENUE,3 AVENUE,717.29
EAST   66 STREET,3 AVENUE,LEXINGTON AVENUE,507.83
EAST   66 STREET,3 AVENUE,LEXINGTON AVENUE,507.83
EAST   66 STREET,5 AVENUE,MADISON AVENUE,509.74
EAST   66 STREET,LEXINGTON AVENUE,PARK AVENUE,511.89
EAST   66 STREET,LEXINGTON AVENUE,PARK AVENUE,511.89
EAST   66 STREET,MADISON AVENUE,PARK AVENUE,509.78
EAST   66 STREET,MADISON AVENUE,PARK AVENUE,509.78
EAST   67 STREET,2 AVENUE,3 AVENUE,709.38
EAST   67 STREET,3 AVENUE,LEXINGTON AVENUE,507.61
EAST   67 STREET,5 AVENUE,MADISON AVENUE,508.17
EAST   67 STREET,5 AVENUE,MADISON AVENUE,508.17
EAST   67 STREET,LEXINGTON AVENUE,PARK AVENUE,512.83
EAST   67 STREET,LEXINGTON AVENUE,PARK AVENUE,512.83
EAST   67 STREET,MADISON AVENUE,PARK AVENUE,509.70
EAST   67 STREET,MADISON AVENUE,PARK AVENUE,509.70
EAST   68 STREET,1 AVENUE,2 AVENUE,749.08
EAST   68 STREET,1 AVENUE,2 AVENUE,749.08
EAST   68 STREET,1 AVENUE,YORK AVENUE,713.87
EAST   68 STREET,2 AVENUE,3 AVENUE,708.81
EAST   68 STREET,3 AVENUE,LEXINGTON AVENUE,508.44
EAST   68 STREET,3 AVENUE,LEXINGTON AVENUE,508.44
EAST   68 STREET,LEXINGTON AVENUE,PARK AVENUE,512.50
EAST   68 STREET,LEXINGTON AVENUE,PARK AVENUE,512.50
EAST   68 STREET,MADISON AVENUE,PARK AVENUE,510.22
EAST   68 STREET,MADISON AVENUE,PARK AVENUE,510.22
EAST   69 STREET,1 AVENUE,2 AVENUE,749.35
EAST   69 STREET,1 AVENUE,2 AVENUE,749.35
EAST   69 STREET,1 AVENUE,YORK AVENUE,713.96
EAST   69 STREET,1 AVENUE,YORK AVENUE,713.96
EAST   69 STREET,2 AVENUE,3 AVENUE,708.91
EAST   69 STREET,3 AVENUE,LEXINGTON AVENUE,507.74
EAST   69 STREET,3 AVENUE,LEXINGTON AVENUE,507.74
EAST   69 STREET,5 AVENUE,MADISON AVENUE,504.56
EAST   69 STREET,5 AVENUE,MADISON AVENUE,504.56
EAST   69 STREET,LEXINGTON AVENUE,PARK AVENUE,512.71
EAST   69 STREET,LEXINGTON AVENUE,PARK AVENUE,512.71
EAST   69 STREET,MADISON AVENUE,PARK AVENUE,509.75
EAST   70 STREET,1 AVENUE,2 AVENUE,749.42
EAST   70 STREET,1 AVENUE,2 AVENUE,749.42
EAST   70 STREET,1 AVENUE,YORK AVENUE,713.84
EAST   70 STREET,1 AVENUE,YORK AVENUE,713.84
EAST   70 STREET,2 AVENUE,3 AVENUE,705.38
EAST   70 STREET,3 AVENUE,LEXINGTON AVENUE,511.24
EAST   70 STREET,3 AVENUE,LEXINGTON AVENUE,511.24
EAST   70 STREET,5 AVENUE,MADISON AVENUE,507.29
EAST   70 STREET,5 AVENUE,MADISON AVENUE,507.29
EAST   70 STREET,LEXINGTON AVENUE,PARK AVENUE,513.17
EAST   70 STREET,LEXINGTON AVENUE,PARK AVENUE,513.17
EAST   70 STREET,MADISON AVENUE,PARK AVENUE,509.46
EAST   70 STREET,MADISON AVENUE,PARK AVENUE,509.46
EAST   71 STREET,1 AVENUE,2 AVENUE,750.09
EAST   71 STREET,1 AVENUE,2 AVENUE,750.09
EAST   71 STREET,1 AVENUE,YORK AVENUE,712.95
EAST   71 STREET,1 AVENUE,YORK AVENUE,712.95
EAST   71 STREET,2 AVENUE,3 AVENUE,711.46
EAST   71 STREET,3 AVENUE,LEXINGTON AVENUE,505.27
EAST   71 STREET,3 AVENUE,LEXINGTON AVENUE,505.27
EAST   71 STREET,5 AVENUE,MADISON AVENUE,506.99
EAST   71 STREET,5 AVENUE,MADISON AVENUE,506.99
EAST   71 STREET,LEXINGTON AVENUE,PARK AVENUE,512.22
EAST   71 STREET,LEXINGTON AVENUE,PARK AVENUE,512.22
EAST   71 STREET,MADISON AVENUE,PARK AVENUE,510.79
EAST   71 STREET,MADISON AVENUE,PARK AVENUE,510.79
EAST   73 STREET,1 AVENUE,2 AVENUE,749.49
EAST   73 STREET,1 AVENUE,2 AVENUE,749.49
EAST   73 STREET,1 AVENUE,YORK AVENUE,713.04
EAST   73 STREET,2 AVENUE,3 AVENUE,710.81
EAST   73 STREET,2 AVENUE,3 AVENUE,710.81
EAST   73 STREET,3 AVENUE,LEXINGTON AVENUE,506.26
EAST   73 STREET,3 AVENUE,LEXINGTON AVENUE,506.26
EAST   73 STREET,5 AVENUE,MADISON AVENUE,507.34
EAST   73 STREET,5 AVENUE,MADISON AVENUE,507.34
EAST   73 STREET,EAST   73 STREET EXTENSION,YORK AVENUE,1004.01
EAST   73 STREET,EAST   73 STREET EXTENSION,YORK AVENUE,1004.01
EAST   73 STREET,LEXINGTON AVENUE,PARK AVENUE,512.30
EAST   73 STREET,LEXINGTON AVENUE,PARK AVENUE,512.30
EAST   73 STREET,LEXINGTON AVENUE,PARK AVENUE,512.30
EAST   73 STREET,MADISON AVENUE,PARK AVENUE,509.34
EAST   73 STREET,MADISON AVENUE,PARK AVENUE,509.34
EAST   74 STREET,3 AVENUE,LEXINGTON AVENUE,506.76
EAST   74 STREET,LEXINGTON AVENUE,PARK AVENUE,512.78
EAST   74 STREET,MADISON AVENUE,PARK AVENUE,509.73
EAST   76 STREET,1 AVENUE,2 AVENUE,749.62
EAST   76 STREET,1 AVENUE,2 AVENUE,749.62
EAST   76 STREET,1 AVENUE,YORK AVENUE,713.67
EAST   76 STREET,1 AVENUE,YORK AVENUE,713.67
EAST   76 STREET,2 AVENUE,3 AVENUE,709.00
EAST   76 STREET,2 AVENUE,3 AVENUE,709.00
EAST   76 STREET,3 AVENUE,LEXINGTON AVENUE,507.57
EAST   76 STREET,3 AVENUE,LEXINGTON AVENUE,507.57
EAST   76 STREET,5 AVENUE,MADISON AVENUE,506.13
EAST   76 STREET,5 AVENUE,MADISON AVENUE,506.13
EAST   76 STREET,EAST   76 STREET EXTENSION,YORK AVENUE,803.93
EAST   76 STREET,LEXINGTON AVENUE,PARK AVENUE,512.84
EAST   76 STREET,LEXINGTON AVENUE,PARK AVENUE,512.84
EAST   76 STREET,MADISON AVENUE,PARK AVENUE,510.33
EAST   76 STREET,MADISON AVENUE,PARK AVENUE,510.33
EAST   77 STREET,1 AVENUE,2 AVENUE,749.19
EAST   77 STREET,1 AVENUE,2 AVENUE,749.19
EAST   77 STREET,1 AVENUE,YORK AVENUE,713.24
EAST   77 STREET,1 AVENUE,YORK AVENUE,713.24
EAST   77 STREET,2 AVENUE,3 AVENUE,709.69
EAST   77 STREET,2 AVENUE,3 AVENUE,709.69
EAST   77 STREET,3 AVENUE,LEXINGTON AVENUE,507.61
EAST   77 STREET,3 AVENUE,LEXINGTON AVENUE,507.61
EAST   77 STREET,5 AVENUE,MADISON AVENUE,506.62
EAST   77 STREET,5 AVENUE,MADISON AVENUE,506.62
EAST   77 STREET,LEXINGTON AVENUE,PARK AVENUE,512.53
EAST   77 STREET,LEXINGTON AVENUE,PARK AVENUE,512.53
EAST   77 STREET,MADISON AVENUE,PARK AVENUE,510.35
EAST   77 STREET,MADISON AVENUE,PARK AVENUE,510.35
EAST   78 STREET,1 AVENUE,2 AVENUE,749.25
EAST   78 STREET,1 AVENUE,2 AVENUE,749.25
EAST   78 STREET,1 AVENUE,YORK AVENUE,713.75
EAST   78 STREET,1 AVENUE,YORK AVENUE,713.75
EAST   78 STREET,2 AVENUE,3 AVENUE,709.84
EAST   78 STREET,2 AVENUE,3 AVENUE,709.84
EAST   78 STREET,3 AVENUE,LEXINGTON AVENUE,507.40
EAST   78 STREET,3 AVENUE,LEXINGTON AVENUE,507.40
EAST   78 STREET,CHEROKEE PLACE,F D R DRIVE,335.43
EAST   78 STREET,CHEROKEE PLACE,F D R DRIVE,335.43
EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,510.77
EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,510.77
EAST   78 STREET,MADISON AVENUE,PARK AVENUE,511.63
EAST   78 STREET,MADISON AVENUE,PARK AVENUE,511.63
EAST   81 STREET,1 AVENUE,2 AVENUE,750.53
EAST   81 STREET,1 AVENUE,2 AVENUE,750.53
EAST   81 STREET,1 AVENUE,YORK AVENUE,711.94
EAST   81 STREET,1 AVENUE,YORK AVENUE,711.94
EAST   81 STREET,2 AVENUE,3 AVENUE,710.01
EAST   81 STREET,2 AVENUE,3 AVENUE,710.01
EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
EAST   82 STREET,1 AVENUE,2 AVENUE,749.53
EAST   82 STREET,1 AVENUE,YORK AVENUE,713.30
EAST   82 STREET,1 AVENUE,YORK AVENUE,713.30
EAST   82 STREET,2 AVENUE,3 AVENUE,710.05
EAST   82 STREET,2 AVENUE,3 AVENUE,710.05
EAST   82 STREET,3 AVENUE,LEXINGTON AVENUE,507.21
EAST   82 STREET,3 AVENUE,LEXINGTON AVENUE,507.21
EAST   82 STREET,5 AVENUE,MADISON AVENUE,507.44
EAST   82 STREET,5 AVENUE,MADISON AVENUE,507.44
